Horse ID,Breed,Gender,Age,Height,Color,Location,Euro Price,$ Price,Discipline,Further Characteristics
11202,Oldenburg,Mare,15 years,17 hh,Bay-Dark,Damme,"2,500","$2,663.00 ",Breeding ,
11203,German Riding Horse,Stallion,16 years,"15,3 hh",Cremello,Beaumont pied-de-boeuf,51,$54.00 ,Breeding - Dressage ,
11204,Zangersheider,Mare,3 years,"13,1 hh",Dun,Beaumont pied-de-boeuf,51,$54.00 ,Eventing - Breeding ,
11205,French riding pony,Stallion,9 years,"14,1 hh",Bay,Tök,"45,000","$47,926.00 ",Jumping ,
11206,Zangersheider,Stallion,4 years,N/A,N/A,Tök,N/A,N/A,Jumping - Breeding - Eventing - Hunter,
11207,Hanoverian,Mare,15 years,"16,2 hh",Chestnut-Red,Beaumont pied-de-boeuf,51,$54.00 ,Breeding - Dressage ,
11208,Oldenburg,Stallion,7 years,"16,3 hh",Palomino,Beaumont pied-de-boeuf,51,$54.00 ,Dressage - Breeding ,
11209,Anglo-Arab,Stallion,5 years,15 hh,Black,Beaumont-de-boeuf,51,$54.00 ,Leisure - Breeding ,
11210,PRE Mix,Mare,1 year,16 hh,Black,La Vespière-Friardel,"4,990","$5,314.00 ",Dressage - Leisure ,
11211,Thoroughbred,Mare,8 years,16 hh,Brown,Fort Worth Texas,N/A,"$2,100.00 ",Breeding - English Pleasure ,
11212,Thoroughbred,Stallion,11 years,"15,1 hh",Cremello,Beaumont pied-de-boeuf,51,$54.00 ,Breeding - Racing horses ,
11213,German Sport Horse,Mare,4 years,"16,1 hh",Bay-Dark,Wetter (Ruhr),"20,000","$21,301.00 ",Dressage - Leisure ,
11214,PRE,Mare,2 years,16 hh,Brown,Vilanova y la Geltru,"25,000","$26,626.00 ",Gaited - Breeding - Dressage ,
11215,Pottok,Stallion,7 years,"16,2 hh",Sorrel,Vilanova y la Geltru,"20,000","$21,301.00 ",Gaited - Baroque - Breeding - Dressage ,
11216,Other Breeds,Mare,10 years,"14,2 hh",Brown,Hopsten,N/A,N/A,Leisure,"suitable as school horse/pony, suitable for beginners, Reliable for trail riding"
11217,Oldenburg,Gelding,8 years,"16,2 hh",Chestnut-Red,Bretten,"70,000","$74,552.00 ",Dressage,"is easy to load, Stands for the farrier, Directly from the breeder"
11218,Swiss Warmblood,Mare,15 years,"16,1 hh",Brown,Retschwil,"70,000","$74,552.00 ",Jumping,
11219,Swiss Warmblood,Gelding,3 years,"16,2 hh",Bay-Dark,Hitzkirch,N/A,"$27,560.00 ",Jumping,
11220,American Quarter Horse,Mare,1 year,15 hh,Roan-Blue,Breitenbach,"8,000","$8,520.00 ",Western - Show - Leisure,
11221,American Quarter Horse,Mare,2 years,"13,3 hh",Chestnut-Red,Waldshut-Tiengen,N/A,N/A,Reining - Versatility Ranch Horse - Breeding - Western ,
11222,Azteca,Mare,1 year,"15,1 hh",Buckskin,Waldshut-Tiengen,N/A,N/A,Working Equitation - Western - Leisure ,
11223,Noriker,Mare,2 years,16 hh,Black,Waldshut-Tiengen,N/A,N/A,Leisure - Breeding - Western ,
11224,American Quarter Horse,Stallion,3 years,"13,3 hh",Brown,Waldshut-Tiengen,N/A,N/A,Cutting - Cowhorse - Breeding ,
11225,Noriker,Mare,4 years,"15,2 hh",Black,Waldshut-Tiengen,N/A,N/A,Leisure - Breeding - Western ,
11226,Connemara,Mare,15 years,"14,3 hh",Gray,Waldshut-Tiengen,N/A,N/A,Leisure - Western ,
11227,American Quarter Horse,Stallion,1 year,"14,2 hh",N/A,Geiselwind,N/A,N/A,Western - Show - Leisure,
11228,American Quarter Horse,Mare,14 years,"14,1 hh",Chestnut-Red,Waldshut-Tiengen,N/A,N/A,Breeding - Cutting - Cowhorse ,
11229,American Quarter Horse,Stallion,3 years,"13,3 hh",Champagne,Waldshut-Tiengen,N/A,N/A,Western - Reining - Breeding - Leisure ,
11230,Noriker,Mare,1 year,"15,2 hh",Leopard-Piebald,Waldshut-Tiengen,N/A,N/A,Leisure - Breeding - Driving - Dressage ,
11231,PRE,Stallion,13 years,"14,3 hh",Perlino,Waldshut-Tiengen,N/A,N/A,Baroque - Working Equitation - Breeding - Western ,
11232,American Quarter Horse,Stallion,1 year,"14,2 hh",Grullo,Geiselwind,"8,000","$8,520.00 ",Western - Show - Leisure,
11233,Draft Horse Mix,Gelding,6 years,16 hh,Dun,"Thurmont, MD",N/A,N/A,Trail - Versatility Ranch Horse - Show - Leisure ,
11234,Gypsy Horse,Mare,4 years,"14,1 hh",N/A,"Howard, PA",N/A,N/A,Trail - Show - Leisure ,
11235,More ponies/small horses,Gelding,7 years,"8,1 hh",N/A,"Carthage, TX",N/A,N/A,Trail - Show - Leisure - Driving ,
11236,Arabo-Friesian,Stallion,2 years,"16,2 hh",Black,Navalperal De Pinares,"6,000","$6,390.00 ",Gaited - Trail - Baroque - Dressage,
11237,Andalusian Mix,Stallion,11 years,"15,1 hh",Black,Pilas,"12,000","$12,780.00 ",Dressage - Doma Vaquera - Working Equitation - Baroque ,
11238,German Riding Pony,Gelding,17 years,"14,2 hh",Bay-Dark,Hammah,"10,000","$10,650.00 ",Dressage - Jumping ,
11239,American Quarter Horse,Gelding,5 years,"15,3 hh",Roan-Bay,Mount Vernon,N/A,"$17,500.00 ",Versatility Ranch Horse - Trail ,
11240,Appaloosa,Gelding,5 years,"13,3 hh",Palomino,Mount Vernon,N/A,"$20,000.00 ",Versatility Ranch Horse - Trail ,
11241,American Quarter Horse,Gelding,5 years,"13,3 hh",Palomino,Mount Vernon,N/A,"$20,000.00 ",Versatility Ranch Horse - Trail ,
11242,Hanoverian,Gelding,7 years,"16,2 hh",Smoky-Black,Wentorf bei Hamburg,"40,000","$42,601.00 ",Dressage,
11243,American Quarter Horse,Mare,4 years,"14,3 hh",Palomino,Steyerberg Deblinghausen,"19,500","$20,768.00 ",Western - Western allround - Breeding - Leisure ,
11244,PRE,Stallion,14 years,"16,1 hh",Gray,Groß Enzersdorf,"15,000","$15,975.00 ",Dressage - Working Equitation - Leisure,
11245,KWPN,Mare,4 years,"16,1 hh",Black,Neuss,"40,000","$42,601.00 ",Dressage,
11246,KWPN,Gelding,5 years,16 hh,Black,Neuss,"13,800","$14,697.00 ",Dressage - Eventing - Jumping - Leisure,
11247,KWPN,Gelding,4 years,"16,2 hh",Black,Neuss,"15,000","$15,975.00 ",Dressage - Leisure,
11248,KWPN,Gelding,4 years,"16,1 hh",Bay-Dark,Neuss,"12,500","$13,313.00 ",Dressage - Leisure,
11249,KWPN,Mare,6 years,16 hh,Brown,Neuss,"10,000","$10,650.00 ",Dressage - Breeding - Leisure,
11250,KWPN,Gelding,4 years,"16,1 hh",Black,Neuss,"30,000","$31,951.00 ",Dressage - Eventing - Jumping - Leisure,
11251,Paint Horse,Mare,10 years,"15,2 hh",Tobiano-all-colors,Elsdorf,"18,500","$19,703.00 ",Jumping - Breeding - Dressage ,
11252,Other Warmbloods,Stallion,4 years,"16,2 hh",Pinto,Borgentreich,N/A,N/A,Jumping - Eventing - Leisure - Dressage ,
11253,American Quarter Horse,Gelding,10 years,15 hh,Bay,"Clarion, PA",N/A,"$10,000.00 ",Versatility Ranch Horse - Trail - Show - Western ,
11254,Belgian Warmblood,Gelding,10 years,16 hh,Bay-Dark,Reuver,"40,000","$42,601.00 ",Jumping,
11255,More ponies/small horses,Gelding,3 years,8 hh,Palomino,"Auburn, KY",N/A,N/A,Trail - Show - Leisure ,
11256,American Quarter Horse,Mare,3 years,"14,2 hh",Sorrel,"Waco, TX",N/A,N/A,Versatility Ranch Horse - Cowhorse - Show - Western ,
11257,American Quarter Horse,Gelding,10 years,"14,3 hh",Buckskin,"Clarion, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11258,American Quarter Horse,Gelding,4 years,"15,1 hh",Gray,"Sheffield, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11259,American Quarter Horse,Mare,4 years,"14,2 hh",Sorrel,"Morriston, FL",N/A,N/A,Reining - English Pleasure - Trail - Show ,
11260,American Quarter Horse,Gelding,11 years,"15,2 hh",Buckskin,"Baldwyn, MS",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11261,American Quarter Horse,Gelding,7 years,"15,2 hh",Buckskin,"Killdeer, ND",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11262,Shire Horse,Mare,3 years,"16,2 hh",Black,"Auburn, KY",N/A,N/A,Trail - English Pleasure - Show - Western ,
11263,American Quarter Horse,Stallion,3 years,"14,2 hh",Buckskin,"Baxter Springs, KS",N/A,N/A,Reining - Versatility Ranch Horse - Cutting - Breeding ,
11264,American Quarter Horse,Mare,8 years,N/A,N/A,"Canyon, TX",N/A,N/A,Cutting - Versatility Ranch Horse - Trail - Show ,
11265,American Quarter Horse,Gelding,11 years,"15,1 hh",Bay,"Joshua, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11266,Paint Horse Mix,Gelding,6 years,15 hh,N/A,"Camp Verde, AZ",N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
11267,American Quarter Horse,Gelding,5 years,"14,2 hh",Grullo,"Auburn, KY",N/A,N/A,Versatility Ranch Horse - English Pleasure - Trail - Western ,
11268,American Quarter Horse Mix,Gelding,5 years,"15,1 hh",N/A,"Weatherford, TX",N/A,N/A,Versatility Ranch Horse - English Pleasure - Trail - Show ,
11269,American Quarter Horse,Gelding,6 years,N/A,N/A,"Canyon, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11270,Appaloosa,Gelding,7 years,"16,1 hh",N/A,"Clover, SC",N/A,N/A,Trail - English Pleasure - Western - Leisure ,
11271,American Quarter Horse Mix,Gelding,5 years,"14,2 hh",Gray-Dapple,"Cisco, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Leisure ,
11272,American Quarter Horse,Stallion,3 years,"14,3 hh",Palomino,"Canistota, SD",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Breeding ,
11273,American Quarter Horse,Gelding,11 years,"15,3 hh",Roan-Blue,"Clarion, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11274,American Quarter Horse,Gelding,10 years,15 hh,Sorrel,"Canyon, TX",N/A,N/A,Cutting - Versatility Ranch Horse - Trail - Show ,
11275,Friesian horses Mix,Gelding,7 years,"15,3 hh",Black,"Gainesville, TX",N/A,N/A,Trail - Versatility Ranch Horse - Show - Dressage ,
11276,American Quarter Horse,Gelding,6 years,"15,2 hh",Bay-Dark,"Denville, NJ",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11277,American Quarter Horse,Gelding,5 years,N/A,N/A,"Mount Vernon, MO",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11278,American Quarter Horse,Gelding,7 years,"15,1 hh",Palomino,"Fredericksburg, OH",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11279,American Quarter Horse,Gelding,3 years,14 hh,Chestnut,"Bellevue, IA",N/A,N/A,Cutting - Versatility Ranch Horse - Trail - Show ,
11280,American Quarter Horse,Gelding,7 years,15 hh,Dun,"Beaver Springs, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11281,American Quarter Horse,Gelding,13 years,"15,2 hh",Sorrel,"Huntsville, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11282,American Quarter Horse,Gelding,7 years,15 hh,Bay,"Weatherford, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11283,Appaloosa,Gelding,6 years,"14,3 hh",N/A,"Camp Verde, AZ",N/A,N/A,Trail - English Pleasure - Versatility Ranch Horse - Show ,
11284,American Quarter Horse,Mare,8 years,"14,2 hh",Gray,"Brownstown, IL",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11285,Mule,Mare,13 years,"17,1 hh",Black,"Hastings, MN",N/A,N/A,Driving - Trail - Show - Leisure ,
11286,American Quarter Horse,Gelding,13 years,15 hh,Roan-Red,"Culleoka, TN",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11287,American Quarter Horse,Gelding,8 years,"15,1 hh",Black,"Fresno, OH",N/A,N/A,Trail - English Pleasure - Show - Western ,
11288,Percheron Mix,Mare,3 years,"15,2 hh",Gray,"Auburn, KY",N/A,N/A,Trail - English Pleasure - Show - Western ,
11289,Paint Horse,Gelding,3 years,"15,1 hh",Bay,"Clover, SC",N/A,N/A,Trail - Versatility Ranch Horse - Jumping - Dressage ,
11290,American Quarter Horse,Gelding,6 years,"15,3 hh",Gray,"Clarion, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11291,Paint Horse,Gelding,7 years,"15,1 hh",N/A,"Stephenville, TX",N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
11292,American Quarter Horse,Mare,11 years,15 hh,Sorrel,"Rebersburg, PA",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Show ,
11293,Paint Horse,Gelding,10 years,15 hh,N/A,"Stephenville, TX",N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
11294,American Quarter Horse,Gelding,3 years,15 hh,Sorrel,"Whitesboro, TX",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Show ,
11295,American Quarter Horse,Stallion,1 year,"14,3 hh",Brown,Weste,"13,200","$14,058.00 ",Western - Show - Leisure,
11296,Paint Horse,Mare,4 years,15 hh,Palomino,Modena,"20,000","$21,301.00 ",Western - Show - Leisure,
11297,American Quarter Horse,Gelding,6 years,"15,1 hh",Buckskin,"Wickenburg, AZ",N/A,"$10,000.00 ",Trail ,
11298,American Quarter Horse,Gelding,6 years,15 hh,Gray-Dapple,"Wickenburg, AZ",N/A,"$10,000.00 ",Trail ,
11299,American Quarter Horse,Gelding,6 years,"15,2 hh",Grullo,"Wickenburg, AZ",N/A,"$10,000.00 ",Trail ,
11300,Rocky Mountain Horse,Mare,4 years,"14,1 hh",Champagne,Nack,"10,000","$10,650.00 ",Gaited - Trail - Endurance - Breeding ,
11301,Hanoverian,Mare,6 years,"16,2 hh",Bay-Dark,Ratingen,"20,000","$21,301.00 ",Dressage - Breeding ,
11302,KWPN,Stallion,4 years,"16,3 hh",Bay-Dark,Ratingen,"24,000","$25,561.00 ",Dressage ,
11303,PRE,Gelding,7 years,"15,2 hh",Palomino,Krumbach,"20,000","$21,301.00 ",Dressage - Working Equitation ,
11304,More ponies/small horses,Mare,4 years,14 hh,Gray,Deggendorf,"3,900","$4,154.00 ",Leisure ,
11305,Hucul,Gelding,5 years,"13,3 hh",Pinto,Coch,N/A,"$3,470.00 ",Leisure ,
11306,Haflinger,Mare,9 years,"14,2 hh",Chestnut-Red,Pelmberg,"8,800","$9,372.00 ",Eventing - Jumping - Leisure - Dressage ,
11307,Swiss Warmblood,Gelding,9 years,17 hh,Brown,Spreitenbach,N/A,"$13,229.00 ",Leisure - Jumping - Dressage,
11308,Other Warmbloods,Gelding,4 years,16 hh,Black,Götzendorf an der Leitha,"4,500","$4,793.00 ",Leisure ,
11309,Austrian Warmblood,Mare,7 years,"15,3 hh",Chestnut-Red,Götzendorf an der Leitha,"14,000","$14,910.00 ",Dressage - Breeding - Jumping - Leisure ,
11310,KWPN,Stallion,3 years,"16,2 hh",Buckskin,Prinsenbeek,"70,000","$74,552.00 ",Dressage - Working Equitation - Baroque - Mating ,
11311,German Riding Pony,Stallion,1 year,N/A,N/A,Hamburg,"5,000","$5,325.00 ",Dressage - Jumping - Leisure,
11312,PRE Mix,Mare,3 years,"14,3 hh",Black,Aldingen,"10,000","$10,650.00 ",Leisure - Baroque - Breeding - Dressage ,
11313,PRE,Stallion,4 years,"15,2 hh",Gray-Dapple,Vejer de la Frontera,"10,000","$10,650.00 ",Leisure - Baroque - Dressage ,
11314,PRE,Stallion,5 years,16 hh,Black,Vejer de la Frontera,"20,000","$21,301.00 ",Leisure - Baroque - Dressage ,
11315,Westphalian,Mare,4 years,16 hh,Bay-Dark,Immenrode,"23,000","$24,496.00 ",Dressage,
11316,Lusitano Mix,Mare,1 year,N/A,N/A,Las Piñas,"10,000","$10,650.00 ",Dressage - Doma Vaquera ,
11317,Hanoverian,Mare,7 years,"16,1 hh",Chestnut,Stuhr,"24,500","$26,093.00 ",Dressage - Working Equitation - Breeding - Leisure,
11318,Hanoverian,Mare,5 years,16 hh,Brown,Tespe,"20,000","$21,301.00 ",Dressage - Breeding ,
11319,Welsh A (Mountain Pony) Mix,Stallion,3 years,"11,1 hh",Brown,Metelen,750,$799.00 ,Leisure ,
11320,Gypsy Horse,Gelding,12 years,"14,1 hh",Black,Metelen,"4,400","$4,686.00 ",Leisure ,
11321,Westphalian,Stallion,1 year,N/A,N/A,Borchen,"5,000","$5,325.00 ",Dressage ,
11322,Westphalian,Mare,3 years,"16,3 hh",Chestnut-Red,Borchen,"10,000","$10,650.00 ",Dressage - Breeding ,
11323,Westphalian,Stallion,1 year,N/A,N/A,Borchen,"6,000","$6,390.00 ",Dressage ,
11324,Westphalian,Stallion,1 year,N/A,N/A,Borchen,"5,000","$5,325.00 ",Dressage - Leisure ,
11325,Westphalian,Mare,3 years,N/A,N/A,Borchen,"10,000","$10,650.00 ",Dressage - Hunting - Breeding - Leisure ,
11326,German Riding Pony,Mare,4 years,"14,2 hh",Buckskin,HanauHammersbach,"10,000","$10,650.00 ",Dressage - Eventing - Jumping - Driving,
11327,Oldenburg,Gelding,13 years,"17,1 hh",Brown,Roßdorf,"27,500","$29,288.00 ",Dressage - Eventing ,
11328,Hanoverian,Gelding,5 years,"17,1 hh",Black,Schönwalde,"16,000","$17,040.00 ",Dressage - Leisure ,
11329,Trakehner,Mare,2 years,N/A,N/A,Alzenau in Unterfranken,"10,000","$10,650.00 ",Eventing - Breeding - Jumping - Dressage,
11330,German Riding Horse,Mare,4 years,"16,3 hh",Brown,"Recke, bei Osnabrück","40,000","$42,601.00 ",Dressage - Breeding - Leisure ,
11331,PRE Mix,Gelding,6 years,"15,2 hh",Palomino,Barcelona,N/A,N/A,Dressage - Working Equitation - Baroque - Leisure ,
11332,PRE Mix,Stallion,4 years,16 hh,Gray,Barcelona,N/A,N/A,Dressage - Working Equitation - Baroque - Leisure ,
11333,PRE,Gelding,6 years,"15,1 hh",Gray,Barcelona,"10,000","$10,650.00 ",Dressage - Working Equitation - Baroque - Leisure ,
11334,PRE Mix,Stallion,4 years,"15,1 hh",Chestnut-Red,Barcelona,"10,000","$10,650.00 ",Dressage - Working Equitation - Baroque - Leisure ,
11335,Trakehner,Mare,9 years,"16,1 hh",Black,Brodersdorf,"20,000","$21,301.00 ",Dressage - Eventing - Jumping,
11336,Heavy Warmblood,Gelding,5 years,"15,3 hh",Black,Hopsten,N/A,N/A,Leisure,"suitable as school horse/pony, suitable for therapeutic riding, is broken-in"
11337,German Riding Pony,Gelding,4 years,"14,2 hh",Black,Ellefeld,"15,000","$15,975.00 ",Dressage - Jumping - Leisure - Driving,
11338,Hanoverian,Mare,8 years,"16,2 hh",Chestnut,Luzern,"70,000","$74,552.00 ",Dressage,
11339,PRE,Mare,11 years,"16,2 hh",Gray,Fuentes De Andalucia,"10,000","$10,650.00 ",Breeding ,
11340,PRE,Mare,4 years,16 hh,Bay-Dark,Fuentes De Andalucia,"10,000","$10,650.00 ",Gaited - Breeding - Dressage ,
11341,PRE Mix,Stallion,4 years,16 hh,Gray,Fuentes De Andalucia,"20,000","$21,301.00 ",Dressage - Breeding ,
11342,PRE,Mare,9 years,16 hh,Bay,Fuentes De Andalucia,"10,000","$10,650.00 ",Dressage - Breeding ,
11343,PRE,Mare,2 years,"16,1 hh",Gray,Fuentes De Andalucia,"5,000","$5,325.00 ",Dressage - Breeding ,
11344,PRE,Gelding,3 years,16 hh,Black,Fuentes De Andalucia,"10,000","$10,650.00 ",Dressage - Breeding ,
11345,PRE,Mare,6 years,"15,3 hh",Gray,Fuentes De Andalucia,"10,000","$10,650.00 ",Dressage - Breeding ,
11346,PRE,Mare,2 years,"16,1 hh",Gray,Fuentes De Andalucia,"5,000","$5,325.00 ",Dressage - Leisure ,
11347,PRE Mix,Mare,8 years,"16,2 hh",Gray,Fuentes De Andalucia,"10,000","$10,650.00 ",Dressage - Breeding ,
11348,PRE,Mare,3 years,"16,1 hh",Bay-Dark,Fuentes De Andalucia,"10,000","$10,650.00 ",Dressage - Breeding ,
11349,Oldenburg-International (OS),Gelding,3 years,N/A,N/A,Vechta,"8,500","$9,053.00 ",Jumping - Eventing - Leisure - Dressage ,
11350,Andalusian,Stallion,5 years,16 hh,Dun,Chiclana de la Frontera,N/A,N/A,Leisure ,
11351,American Quarter Horse,Gelding,11 years,"15,1 hh",Bay,"Waco, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11352,American Quarter Horse,Gelding,6 years,"15,3 hh",Sorrel,"La Motte, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11353,Welsh A (Mountain Pony),Mare,12 years,N/A,N/A,"Carthage, TX",N/A,N/A,Trail - English Pleasure - Versatility Ranch Horse - Western ,
11354,American Quarter Horse,Gelding,10 years,"14,3 hh",Roan-Red,"Rebersburg, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11355,American Quarter Horse,Gelding,15 years,"14,3 hh",Buckskin,"Oskaloosa, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11356,American Quarter Horse,Gelding,9 years,"15,2 hh",Chestnut,"Camp Verde, AZ",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11357,American Quarter Horse Mix,Gelding,7 years,15 hh,Buckskin,"Allenwood, PA",N/A,N/A,Trail - Versatility Ranch Horse - Show - Leisure ,
11358,American Quarter Horse,Gelding,8 years,"15,1 hh",Roan-Red,"Battle Creek, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11359,American Quarter Horse,Gelding,13 years,15 hh,Palomino,"Corsica, SD",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11360,American Quarter Horse,Mare,1 year,N/A,N/A,"Carthage, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11361,Quarter Pony,Gelding,10 years,14 hh,Tobiano-all-colors,"Brownstown, IL",N/A,N/A,Trail - Versatility Ranch Horse - Show - Leisure ,
11362,American Quarter Horse,Gelding,11 years,"14,3 hh",Bay,"Kansas City, MO",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11363,American Quarter Horse,Gelding,5 years,"14,3 hh",Sorrel,"Granbury, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11364,More ponies/small horses,Gelding,6 years,11 hh,N/A,"Strasburg, OH",N/A,N/A,Trail - English Pleasure - Western - Driving ,
11365,Fjord Horses Mix,Gelding,5 years,"15,3 hh",Dun,"Battle Creek, IA",N/A,N/A,Trail - Show - Leisure - Driving ,
11366,Paint Horse,Mare,3 years,"14,1 hh",Tobiano-all-colors,"Graham, TX",N/A,N/A,Trail - Versatility Ranch Horse - Cowhorse - Show ,
11367,Gypsy Horse Mix,Gelding,10 years,12 hh,N/A,"Caballo, NM",N/A,N/A,Trail - Show - Leisure ,
11368,American Quarter Horse,Mare,4 years,"14,3 hh",Roan-Blue,"Allenwood, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11369,American Quarter Horse,Mare,5 years,"14,3 hh",Bay,"Waco, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11370,Paint Horse,Gelding,7 years,"14,3 hh",Bay,"Robards, KY",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11371,American Quarter Horse,Gelding,10 years,15 hh,Sorrel,Kingston,N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
11372,Tennessee walking horse,Gelding,4 years,15 hh,Roan-Blue,Lewisburg,N/A,"$40,000.00 ",Trail - Gaited - Endurance - Driving ,
11373,Hucul,Gelding,6 years,"13,1 hh",Pinto,Coch,N/A,"$4,164.00 ",Jumping - Leisure ,
11374,Haflinger Mix,Gelding,9 years,"14,1 hh",Chestnut-Red,Coch,N/A,"$13,880.00 ",Jumping - Dressage ,
11375,Cob,Gelding,5 years,15 hh,Pinto,Hopsten,N/A,N/A,Leisure,"suitable as school horse/pony, suitable for therapeutic riding, Reliable for trail riding"
11376,Icelandic Horse,Gelding,6 years,"14,1 hh",Brown,Lochen am See,"15,000","$15,975.00 ",Gaited - Show - Leisure - Dressage ,
11377,Polish Halfbred,Gelding,8 years,"16,1 hh",Black,Skrzatusz,N/A,"$18,506.00 ",Dressage ,
11378,Hanoverian,Gelding,5 years,"16,2 hh",Brown,Fürstenau,"32,000","$34,081.00 ",Dressage - Eventing - Leisure,
